condition,agent_ratio,round,player_id,player_type,expression,is_last,analogical,holistic,event
Human-led (12.5%),0.125,37,human_20,human,a thinking rabbit composed of geometric shapes is sitting under black background.,True,0.75,0.85,0.3
Human-led (12.5%),0.125,38,human_20,human,a rabbit sits alone under dark-black background.,True,0.85,0.7,0.45
Human-led (12.5%),0.125,39,human_20,human,some polygons mimic a grey rabbit's body posture.,True,0.75,0.5,0.25
Human-led (12.5%),0.125,40,human_20,human,a rabbit composed of polygons sits on a black background with its ears standing up.,True,0.85,0.7,0.35
Human-led (12.5%),0.125,36,human_1,human,a rabbit composed of geometric shapes is sitting under black background and looking back.,True,0.85,0.7,0.45
Human-led (12.5%),0.125,37,human_1,human,a rabbit composed of geometric shapes is sitting under black background and looking back.,True,0.85,0.7,0.45
Human-led (12.5%),0.125,38,human_1,human,a rabbit composed of geometric shapes is sitting under black background and looking back.,True,0.85,0.7,0.45
Human-led (12.5%),0.125,39,human_1,human,a rabbit composed of geometric shapes is sitting under black background and looking back.,True,0.85,0.7,0.45
Human-led (12.5%),0.125,40,human_1,human,a rabbit composed of geometric shapes is sitting under black background and looking back.,True,0.85,0.7,0.45
Human-led (12.5%),0.125,36,human_16,human,"grey polygons mimic an abstract animal posture like a rabbit with standing ears, looking backward.",True,0.75,0.6,0.35
Human-led (12.5%),0.125,37,human_16,human,"grey polygons mimic an abstract animal posture like a rabbit with standing ears, looking backward.",True,0.75,0.6,0.35
Human-led (12.5%),0.125,38,human_16,human,"grey polygons mimic an abstract animal posture like a rabbit with standing ears, looking backward.",True,0.75,0.6,0.35
Human-led (12.5%),0.125,39,human_16,human,"grey polygons mimic an abstract animal posture like a rabbit with standing ears, looking backward.",True,0.75,0.6,0.35
Human-led (12.5%),0.125,40,human_16,human,"grey polygons mimic an abstract animal posture like a rabbit with standing ears, looking backward.",True,0.75,0.6,0.35
Human-led (12.5%),0.125,36,human_0,human,"a grey rabbit comprised of geometric shapes sits, facing left, on a dark background.",True,0.85,0.7,0.35
Human-led (12.5%),0.125,37,human_0,human,"a grey rabbit comprised of geometric shapes sits, facing left, on a dark background",True,0.85,0.7,0.35
Human-led (12.5%),0.125,38,human_0,human,"a grey rabbit comprised of geometric shapes sits, facing left, on a dark background.",True,0.85,0.7,0.35
Human-led (12.5%),0.125,39,human_0,human,polygons (triangles and a square) form a shape like a abstract gray rabbit sitting in a black background looking back.,True,0.75,0.6,0.35
Human-led (12.5%),0.125,40,human_0,human,a rabbit composed of geometric shapes is sitting under black background and looking back,True,0.85,0.7,0.45
Intermediate (33%),0.333,36,human_1,human,"a geometric composition of triangles and a square, looks like an seated animal.",True,0.45,0.7,0.2
Intermediate (33%),0.333,37,human_1,human,"a geometric composition of triangles and a square, looks like an seated animal.",True,0.45,0.7,0.2
Intermediate (33%),0.333,38,human_1,human,"a geometric composition of triangles and a square, looks like an seated animal.",True,0.45,0.7,0.2
Intermediate (33%),0.333,39,human_1,human,"a geometric composition of triangles and a square, looks like an seated animal.",True,0.45,0.7,0.2
Intermediate (33%),0.333,40,human_1,human,"a geometric composition of triangles and a square, looks like an seated animal.",True,0.45,0.7,0.2
Intermediate (33%),0.333,36,human_4,human,a animal(seated person) composed of irregular geometric tangram shapes and looking behind,True,0.75,0.6,0.35
Intermediate (33%),0.333,37,human_4,human,a animal(seated person) composed of irregular geometric tangram shapes and looking behind,True,0.75,0.6,0.35
Intermediate (33%),0.333,38,human_4,human,a animal(seated person) composed of irregular geometric tangram shapes and looking behind,True,0.75,0.6,0.35
Intermediate (33%),0.333,39,human_4,human,a animal(seated person) composed of irregular geometric tangram shapes and looking behind,True,0.75,0.6,0.35
Intermediate (33%),0.333,40,human_4,human,a animal(seated person) composed of irregular geometric tangram shapes and looking behind,True,0.75,0.6,0.35
Intermediate (33%),0.333,36,human_2,human,a animal(seated person) composed of irregular geometric tangram shapes and looking behind,True,0.75,0.6,0.35
Intermediate (33%),0.333,37,human_2,human,a animal(seated person) composed of irregular geometric tangram shapes and looking behind,True,0.75,0.6,0.35
Intermediate (33%),0.333,38,human_2,human,a animal(seated person) composed of irregular geometric tangram shapes and looking behind,True,0.75,0.6,0.35
Intermediate (33%),0.333,39,human_2,human,a animal(seated person) composed of irregular geometric tangram shapes and looking behind,True,0.75,0.6,0.35
Intermediate (33%),0.333,40,human_2,human,a animal(seated person) composed of irregular geometric tangram shapes and looking behind,True,0.75,0.6,0.35
Intermediate (33%),0.333,36,human_11,human,geometric shapes form an abstract human-like figure.,True,0.6,0.7,0.0
Intermediate (33%),0.333,37,human_11,human,geometric shapes form an abstract human-like figure.,True,0.6,0.7,0.0
Intermediate (33%),0.333,38,human_11,human,geometric shapes form an abstract human-like figure.,True,0.6,0.7,0.0
Intermediate (33%),0.333,39,human_11,human,geometric shapes form an abstract human-like figure.,True,0.6,0.7,0.0
Intermediate (33%),0.333,40,human_11,human,geometric shapes form an abstract human-like figure.,True,0.6,0.7,0.0
Intermediate (33%),0.333,36,human_0,human,a geometric figure composed of triangles and quadrilaterals that looks like a sitting person with huge headwear bending her knees.,True,0.75,0.6,0.3
Intermediate (33%),0.333,37,human_0,human,a geometric figure composed of triangles and quadrilaterals that looks like a sitting person with huge headwear bending her knees.,True,0.75,0.6,0.3
Intermediate (33%),0.333,38,human_0,human,a geometric figure composed of triangles and quadrilaterals that looks like a sitting person with huge headwear bending her knees.,True,0.75,0.6,0.3
Intermediate (33%),0.333,39,human_0,human,a geometric figure composed of triangles and quadrilaterals that looks like a sitting person with huge headwear bending her knees.,True,0.75,0.6,0.3
Intermediate (33%),0.333,40,human_0,human,a geometric figure composed of triangles and quadrilaterals that looks like a sitting person with huge headwear bending her knees.,True,0.75,0.6,0.3
Intermediate (33%),0.333,36,human_9,human,"some tangram geometric pieces, which are triangles or rectangles, are put together to form a shape that looks like a deer looking back.",True,0.75,0.6,0.3
Intermediate (33%),0.333,37,human_9,human,"some tangram geometric pieces, which are triangles or rectangles, are put together to form a shape that looks like a deer looking back.",True,0.75,0.6,0.3
Intermediate (33%),0.333,38,human_9,human,"some tangram geometric pieces, which are triangles or rectangles, are put together to form a shape that looks like a deer looking back.",True,0.75,0.6,0.3
Intermediate (33%),0.333,39,human_9,human,"some tangram geometric pieces, which are triangles or rectangles, are put together to form a shape that looks like a deer looking back.",True,0.75,0.6,0.3
Intermediate (33%),0.333,40,human_9,human,"some tangram geometric pieces, which are triangles or rectangles, are put together to form a shape that looks like a deer looking back.",True,0.75,0.6,0.3
Intermediate (33%),0.333,36,human_10,human,a rabbit composed of irregular geometric shapes like triangles or rectangles and looking behind while its ears stand up.,True,0.85,0.7,0.45
Intermediate (33%),0.333,37,human_10,human,a rabbit composed of irregular geometric shapes like triangles or rectangles and looking behind while its ears stand up.,True,0.85,0.7,0.45
Intermediate (33%),0.333,38,human_10,human,a rabbit composed of irregular geometric shapes like triangles or rectangles and looking behind while its ears stand up.,True,0.85,0.7,0.45
Intermediate (33%),0.333,39,human_10,human,a rabbit composed of irregular geometric shapes like triangles or rectangles and looking behind while its ears stand up.,True,0.85,0.7,0.45
Intermediate (33%),0.333,40,human_10,human,a rabbit composed of irregular geometric shapes like triangles or rectangles and looking behind while its ears stand up.,True,0.85,0.7,0.45
Intermediate (33%),0.333,36,agent_4,agent,abstract geometric figures form a dynamic figure leaning forward amidst a black background.,True,0.35,0.7,0.45
Intermediate (33%),0.333,37,agent_4,agent,"a dynamic tilted figure is formed primarily by triangular shapes, suggesting movement.",True,0.35,0.65,0.45
Intermediate (33%),0.333,38,agent_4,agent,"a geometric figure leans forward dynamically, composed of triangular shapes and a square.",True,0.35,0.65,0.45
Intermediate (33%),0.333,39,agent_4,agent,"a dynamic, leaning figure is formed by triangular shapes with one arm raised, capturing motion.",True,0.75,0.85,0.6
Intermediate (33%),0.333,40,agent_4,agent,"abstract geometric shapes form a dynamic gesture, one arm raised high and one leg bent.",True,0.65,0.75,0.5
Intermediate (33%),0.333,36,human_12,human,"some tangram puzzle pieces of a square and triangles, and rectangles are arranged like an abstract animal or person sitting on the ground.",True,0.65,0.45,0.2
Intermediate (33%),0.333,37,human_12,human,"some tangram puzzle pieces of a square and triangles, and rectangles are arranged like an abstract animal or person sitting on the ground.",True,0.65,0.45,0.2
Intermediate (33%),0.333,38,human_12,human,"some tangram puzzle pieces of a square and triangles, and rectangles are arranged like an abstract animal or person sitting on the ground.",True,0.65,0.45,0.2
Intermediate (33%),0.333,39,human_12,human,"some tangram puzzle pieces of a square and triangles, and rectangles are arranged like an abstract animal or person sitting on the ground.",True,0.65,0.45,0.2
Intermediate (33%),0.333,40,human_12,human,"some tangram puzzle pieces of a square and triangles, and rectangles are arranged like an abstract animal or person sitting on the ground.",True,0.65,0.45,0.2
Intermediate (33%),0.333,36,human_5,human,a geometric figure composed of triangles and quadrilaterals looks like a sitting animal with legs folded,True,0.75,0.5,0.25
Intermediate (33%),0.333,37,human_5,human,a geometric figure composed of triangles and quadrilaterals looks like a sitting animal with legs folded,True,0.75,0.5,0.25
Intermediate (33%),0.333,38,human_5,human,a geometric figure composed of triangles and quadrilaterals looks like a sitting animal with legs folded,True,0.75,0.5,0.25
Intermediate (33%),0.333,39,human_5,human,a abstract geometric figure composed of triangles and quadrilaterals looks like a sitting animal with legs folded,True,0.75,0.5,0.25
Intermediate (33%),0.333,40,human_5,human,a abstract geometric figure composed of triangles and quadrilaterals looks like a sitting human with legs folded and rabbit ears,True,0.75,0.6,0.3
Intermediate (33%),0.333,36,agent_6,agent,tangram shapes form a standing figure with one leg raised and one arm extended upward.,True,0.75,0.6,0.4
Intermediate (33%),0.333,37,agent_6,agent,tangram shapes form a dynamic figure with a raised leg and an extended arm.,True,0.5,0.75,0.25
Intermediate (33%),0.333,38,agent_6,agent,tangram shapes form a dynamic standing figure with a raised leg and extended arm.,True,0.75,0.85,0.6
Intermediate (33%),0.333,39,agent_6,agent,tangram shapes construct a dynamic figure with a raised leg and a bent arm.,True,0.35,0.65,0.45
Intermediate (33%),0.333,40,agent_6,agent,tangram shapes form a dynamic standing pose with a bent leg and raised arm.,True,0.65,0.8,0.7
Intermediate (33%),0.333,36,agent_0,agent,geometric shapes form an abstract human-like figure leaning forward dynamically with an extended arm or leg.,True,0.75,0.6,0.5
Intermediate (33%),0.333,37,agent_0,agent,"geometric shapes form an abstract, leaning figure in dynamic motion with splayed limbs.",True,0.65,0.8,0.75
Intermediate (33%),0.333,38,agent_0,agent,"geometric shapes form an abstract figure leaning forward dynamically, with limbs extended in motion.",True,0.45,0.75,0.6
Intermediate (33%),0.333,39,agent_0,agent,"geometric shapes form an abstract human-like figure leaning forward dynamically, with one arm and leg extended",True,0.75,0.6,0.5
Intermediate (33%),0.333,40,agent_0,agent,"geometric shapes form an abstract human-like figure leaning forward dynamically, with one arm and leg extended.",True,0.75,0.6,0.5
Intermediate (33%),0.333,36,agent_7,agent,"geometric forms create an abstract figure in motion, arms raised and legs spread.",True,0.45,0.7,0.6
Intermediate (33%),0.333,37,agent_7,agent,geometric shapes form a dynamic sitting figure with arms spread wide and legs apart.,True,0.75,0.85,0.6
Intermediate (33%),0.333,38,agent_7,agent,geometric shapes create an abstract figure leaning forward in motion with arms extended.,True,0.45,0.7,0.6
Intermediate (33%),0.333,39,agent_7,agent,"geometric forms create an abstract figure crouching, arms spread wide and legs bent.",True,0.75,0.6,0.5
Intermediate (33%),0.333,40,agent_7,agent,geometric shapes form an abstract figure standing tall with one arm raised.,True,0.45,0.7,0.3
Intermediate (33%),0.333,36,agent_5,agent,geometric shapes form an abstract dancing figure with one arm extended forward.,True,0.75,0.6,0.5
Intermediate (33%),0.333,37,agent_5,agent,geometric shapes form an abstract leaping figure with arms bent and legs lifted.,True,0.75,0.6,0.45
Intermediate (33%),0.333,38,agent_5,agent,"geometric shapes form an abstract figure leaning dynamically, with a centered triangular core.",True,0.35,0.7,0.45
Intermediate (33%),0.333,39,agent_5,agent,geometric shapes form an abstract leaping figure with arms bent and legs lifted.,True,0.75,0.6,0.45
Intermediate (33%),0.333,40,agent_5,agent,geometric shapes form an abstract leaping figure with arms bent and legs lifted.,True,0.75,0.6,0.45
Intermediate (33%),0.333,36,human_13,human,"geometric composition of triangles and squares, looking like a sitting person with legs folded and arm extended.",True,0.75,0.5,0.25
Intermediate (33%),0.333,37,human_13,human,"geometric composition of triangles and squares, looking like a sitting animal with legs folded and arm extended.",True,0.75,0.5,0.25
Intermediate (33%),0.333,38,human_13,human,"geometric composition of triangles and squares, looking like a sitting animal with legs folded and arm extended.",True,0.75,0.5,0.25
Intermediate (33%),0.333,39,human_13,human,"geometric composition of triangles and squares, looking like a sitting person with legs folded and arm extended.",True,0.75,0.5,0.25
Intermediate (33%),0.333,40,human_13,human,"geometric composition of triangles and squares, looking like a person leaning against the wall with legs folded and arm extended.",True,0.75,0.6,0.45
Intermediate (33%),0.333,36,human_15,human,the image is composed of triangular and rectangular shapes that together create the shape of a kangaroo.,True,0.75,0.5,0.0
Intermediate (33%),0.333,37,human_15,human,the image is composed of triangular and rectangular shapes that together create the shape of a kangaroo.,True,0.75,0.5,0.0
Intermediate (33%),0.333,38,human_15,human,the image is composed of triangular and rectangular shapes that together create the shape of a kangaroo.,True,0.75,0.5,0.0
Intermediate (33%),0.333,39,human_15,human,the image is composed of triangular and rectangular shapes that together create the shape of a kangaroo.,True,0.75,0.5,0.0
Intermediate (33%),0.333,40,human_15,human,the image is composed of triangular and rectangular shapes that together create the shape of a kangaroo.,True,0.75,0.5,0.0
Intermediate (33%),0.333,36,agent_3,agent,geometric shapes create an abstract figure with one arm extended in a dynamic motion.,True,0.35,0.65,0.5
Intermediate (33%),0.333,37,agent_3,agent,geometric shapes form an abstract figure in motion with an extended arm and leg,True,0.45,0.7,0.55
Intermediate (33%),0.333,38,agent_3,agent,geometric shapes form a dynamic abstract figure with one arm extended.,True,0.35,0.65,0.4
Intermediate (33%),0.333,39,agent_3,agent,"geometric shapes form an abstract, dynamic figure leaning forward with one arm extended.",True,0.45,0.75,0.6
Intermediate (33%),0.333,40,agent_3,agent,"geometric shapes form an abstract figure in motion, leaning forward dynamically.",True,0.25,0.75,0.5
Intermediate (33%),0.333,36,human_7,human,"some geometric tangram pieces of a square and triangles, and rectangles are arranged like an abstract, symmetrical figure with a dynamic pose, possibly resembling a creature.",True,0.45,0.6,0.3
Intermediate (33%),0.333,37,human_7,human,"some geometric tangram pieces of a square and triangles, and rectangles are arranged like an abstract, symmetrical figure with a dynamic pose, possibly resembling an animal.",True,0.45,0.6,0.35
Intermediate (33%),0.333,38,human_7,human,"some geometric tangram pieces arrange like an abstract, symmetrical figure with a dynamic pose, possibly resembling an animal.",True,0.45,0.65,0.3
Intermediate (33%),0.333,39,human_7,human,"geometric pieces arranged like an abstract, symmetrical figure with a dynamic pose, possibly resembling an animal.",True,0.35,0.65,0.4
Intermediate (33%),0.333,40,human_7,human,"geometric pieces arranged like an abstract figure with a dynamic pose, possibly resembling an animal.",True,0.45,0.6,0.3
Intermediate (33%),0.333,36,agent_2,agent,"geometric shapes depict a standing figure with arms raised, leaning forward.",True,0.75,0.85,0.6
Intermediate (33%),0.333,37,agent_2,agent,"geometric shapes depict a figure in motion, with one arm reaching upward.",True,0.45,0.7,0.55
Intermediate (33%),0.333,38,agent_2,agent,a figure made of geometric shapes leans forward with arms extended dynamically.,True,0.65,0.8,0.75
Intermediate (33%),0.333,39,agent_2,agent,a dynamic figure composed of geometric shapes leans forward with arms raised.,True,0.75,0.85,0.6
Intermediate (33%),0.333,40,agent_2,agent,"geometric shapes form a dynamic figure with arms and legs extended outward, appearing balanced.",True,0.65,0.75,0.35
Intermediate (33%),0.333,36,human_3,human,"some tangram geometric pieces , which includes triangles and rectangles, forms a person with rabbit ears sitting against the wall with bent legs.",True,0.75,0.6,0.45
Intermediate (33%),0.333,37,human_3,human,"some tangram geometric pieces , which includes triangles and rectangles, forms a person with rabbit ears sitting against the wall with bent legs.",True,0.75,0.6,0.45
Intermediate (33%),0.333,38,human_3,human,"some tangram geometric pieces , which includes triangles and rectangles, forms a person with rabbit ears sitting against the wall with bent legs.",True,0.75,0.6,0.45
Intermediate (33%),0.333,39,human_3,human,"some tangram geometric pieces , which includes triangles and rectangles, forms a person with rabbit ears sitting against the wall with bent legs and knees.",True,0.85,0.65,0.5
Intermediate (33%),0.333,40,human_3,human,"some tangram geometric pieces , which includes triangles and rectangles, forms a person with sitting against the wall with bent legs and knees and raised arms.",True,0.75,0.5,0.6
Intermediate (33%),0.333,36,human_6,human,the tangram pieces with triangles or rectangles form a person with rabbit ears sitting against a wall.,True,0.75,0.6,0.35
Intermediate (33%),0.333,37,human_6,human,the tangram pieces form a person with rabbit ears doing sit-ups.,True,0.85,0.7,0.6
Intermediate (33%),0.333,38,human_6,human,the tangram pieces form a person with rabbit ears doing sit-ups.,True,0.85,0.7,0.6
Intermediate (33%),0.333,39,human_6,human,the tangram pieces form a person with rabbit ears doing sit-ups.,True,0.85,0.7,0.6
Intermediate (33%),0.333,40,human_6,human,the tangram pieces form a person with rabbit ears doing sit-ups.,True,0.85,0.7,0.6
Intermediate (33%),0.333,36,human_14,human,it looks like a rabbit,True,0.75,0.85,0.0
Intermediate (33%),0.333,37,human_14,human,it looks like a kangaroo,True,0.85,0.75,0.0
Intermediate (33%),0.333,38,human_14,human,it looks like a kangaroo,True,0.85,0.75,0.0
Intermediate (33%),0.333,39,human_14,human,it looks like a cat,True,0.75,0.85,0.0
Intermediate (33%),0.333,40,human_14,human,it looks like a kangaroo.,True,0.85,0.7,0.0
Intermediate (33%),0.333,36,agent_1,agent,"the image consists of geometric shapes like triangles and squares forming a seated, dynamic figure.",True,0.65,0.7,0.45
Intermediate (33%),0.333,37,agent_1,agent,geometric shapes like triangles and squares form a dynamic figure sitting sideways.,True,0.35,0.65,0.45
Intermediate (33%),0.333,38,agent_1,agent,"abstract shapes form a dancing figure with bent legs and extended arm,",True,0.75,0.85,0.6
Intermediate (33%),0.333,39,agent_1,agent,"abstract shapes form a dynamic figure resembling a creature in motion, possibly reaching or jumping.",True,0.65,0.7,0.55
Intermediate (33%),0.333,40,agent_1,agent,"geometric shapes form an abstract, dynamic figure with an extended arm and bent legs.",True,0.35,0.65,0.2
Intermediate (33%),0.333,36,human_8,human,"this is a geometric figure composed of triangles and quadrilaterals, like a sitting animal",True,0.4,0.6,0.2
Intermediate (33%),0.333,37,human_8,human,"this is a geometric figure composed of triangles and quadrilaterals, like a sitting animal",True,0.4,0.6,0.2
Intermediate (33%),0.333,38,human_8,human,"this is a geometric figure composed of triangles and quadrilaterals, like a sitting animal",True,0.4,0.6,0.2
Intermediate (33%),0.333,39,human_8,human,"this is a geometric figure composed of triangles and quadrilaterals, like a sitting animal",True,0.4,0.6,0.2
Intermediate (33%),0.333,40,human_8,human,"this is a geometric figure composed of triangles and quadrilaterals, like a sitting animal",True,0.4,0.6,0.2
Intermediate (50%),0.5,36,agent_1,agent,interlocking geometric shapes form an abstract figure leaning dynamically to the left.,True,0.35,0.7,0.55
Intermediate (50%),0.5,37,agent_1,agent,interlocking triangles form a dynamic abstract figure leaning forward.,True,0.35,0.7,0.5
Intermediate (50%),0.5,38,agent_1,agent,interlocking triangles and a square form an abstract creature leaning forward dynamically.,True,0.75,0.6,0.5
Intermediate (50%),0.5,39,agent_1,agent,interconnected geometric shapes form an abstract figure leaning dynamically to the left.,True,0.35,0.75,0.5
Intermediate (50%),0.5,40,agent_1,agent,interlocking geometric shapes form an abstract creature leaning forward dynamically.,True,0.75,0.85,0.6
Intermediate (50%),0.5,36,human_10,human,a composition of geometric square and triangles form a leaning-forward standing animal like rabbit,True,0.75,0.6,0.3
Intermediate (50%),0.5,37,human_10,human,interlocking geometric triangles and square form a leaning-forward standing animal like rabbit,True,0.75,0.6,0.3
Intermediate (50%),0.5,38,human_10,human,"interlocking geometric triangles and square form an abstract, dynamic,leaning-forward standing animal like rabbit",True,0.75,0.6,0.45
Intermediate (50%),0.5,39,human_10,human,nterlocking geometric triangles and square form an abstract figure leaning diagonally to the right.,True,0.25,0.75,0.5
Intermediate (50%),0.5,40,human_10,human,interlocking geometric shapes form an abstract figure like a rabbit leaning dynamically to the left.,True,0.75,0.6,0.45
Intermediate (50%),0.5,36,agent_3,agent,geometric shapes form an abstract rabbit silhouette leaning to the right.,True,0.75,0.85,0.2
Intermediate (50%),0.5,37,agent_3,agent,interlocking geometric shapes form an abstract figure leaning diagonally,True,0.25,0.75,0.5
Intermediate (50%),0.5,38,agent_3,agent,interlocking geometric triangles and shapes form an abstract rabbit silhouette leaning to the right.,True,0.75,0.85,0.2
Intermediate (50%),0.5,39,agent_3,agent,interlocking geometric shapes form an abstract rabbit silhouette leaning diagonally.,True,0.75,0.85,0.2
Intermediate (50%),0.5,40,agent_3,agent,interlocking geometric shapes form an abstract figure leaning diagonally.,True,0.25,0.75,0.5
Intermediate (50%),0.5,36,human_6,human,a square and several triangles compose a graphic depicting a figure leaning against a wall,True,0.65,0.45,0.3
Intermediate (50%),0.5,37,human_6,human,geometric graphics combined to depicting a running rabbit leaning to the right,True,0.85,0.7,0.6
Intermediate (50%),0.5,38,human_6,human,"triangles and a square,combined to depict a dynamic figure leaning forward.",True,0.45,0.7,0.6
Intermediate (50%),0.5,39,human_6,human,a combination of triangles and a square creates a picture of dynamic figure leaning forward or to the right,True,0.65,0.7,0.55
Intermediate (50%),0.5,40,human_6,human,"triangles and a square,combined to depict a dynamic figure ,like a rabbit leaning to the right",True,0.75,0.6,0.45
Intermediate (50%),0.5,36,human_11,human,an abstract figure of leaning quadruped consists of geometric square and triangles,True,0.6,0.4,0.2
Intermediate (50%),0.5,37,human_11,human,a silhouette of standing quadruped consists of interlocking triangles and square,True,0.7,0.5,0.1
Intermediate (50%),0.5,38,human_11,human,an abstract figure of diagonally leaning rabbit is resembled by geometric triangles and square,True,0.75,0.6,0.1
Intermediate (50%),0.5,39,human_11,human,a composition of geometric square and triangles form an abstract standing animal,True,0.6,0.7,0.2
Intermediate (50%),0.5,40,human_11,human,an abstract figure of a standing rabbit is composed by geometric square and triangles,True,0.75,0.5,0.2
Intermediate (50%),0.5,36,agent_11,agent,"interlocking triangles and a square form a dynamic, diagonal silhouette of a shape leaning forward.",True,0.35,0.7,0.5
Intermediate (50%),0.5,37,agent_11,agent,interlocking triangles and squares form a dynamic silhouette of a figure leaning forward.,True,0.75,0.85,0.6
Intermediate (50%),0.5,38,agent_11,agent,interlocking triangles and squares create a dynamic silhouette of a figure leaning forward.,True,0.75,0.85,0.6
Intermediate (50%),0.5,39,agent_11,agent,"interlocking triangles and a square form a dynamic, diagonal silhouette of a figure leaning forward.",True,0.75,0.6,0.45
Intermediate (50%),0.5,40,agent_11,agent,interlocking triangles and a square create a dynamic silhouette of a shape leaning forward.,True,0.45,0.7,0.55
Intermediate (50%),0.5,36,agent_8,agent,an abstract depiction is created from geometric shapes forming a slanted rabbit-like figure.,True,0.65,0.7,0.0
Intermediate (50%),0.5,37,agent_8,agent,abstract geometric shapes form a rabbit-like figure leaning diagonally.,True,0.75,0.6,0.3
Intermediate (50%),0.5,38,agent_8,agent,tangram shapes create a dynamic rabbit silhouette leaning diagonally.,True,0.85,0.75,0.4
Intermediate (50%),0.5,39,agent_8,agent,squares and triangles form an abstract profile of a standing rabbit.,True,0.75,0.5,0.25
Intermediate (50%),0.5,40,agent_8,agent,abstract geometric shapes form a dynamic silhouette leaning diagonally like an animal.,True,0.65,0.8,0.35
Intermediate (50%),0.5,36,human_0,human,a rabbit-like animal with two large ears sits on the floor.,True,0.85,0.7,0.35
Intermediate (50%),0.5,37,human_0,human,a rabbit-like animal with two large ears sits on the floor.,True,0.85,0.7,0.35
Intermediate (50%),0.5,38,human_0,human,a rabbit-like animal with two large ears sits on the floor.,True,0.85,0.7,0.35
Intermediate (50%),0.5,39,human_0,human,a rabbit-like animal with two large ears sits on the floor.,True,0.85,0.7,0.35
Intermediate (50%),0.5,40,human_0,human,a rabbit-like animal with two large ears sits on the floor.,True,0.85,0.7,0.35
Intermediate (50%),0.5,36,human_4,human,abstract composition of geometric shapes in square and triangle forms a silhouette of leaning rabbit,True,0.75,0.85,0.3
Intermediate (50%),0.5,37,human_4,human,abstract composition of geometric shapes in square and triangle forms a silhouette of leaning animal,True,0.75,0.85,0.3
Intermediate (50%),0.5,38,human_4,human,abstract composition of geometric shapes in square and triangle forms a silhouette of leaning animal,True,0.75,0.85,0.3
Intermediate (50%),0.5,39,human_4,human,the abstract pattern formed by square and triangles in gray and black looks like a leaning rabbit.,True,0.75,0.6,0.25
Intermediate (50%),0.5,40,human_4,human,abstract composition of geometric shapes in square and triangle forms a silhouette of leaning animal,True,0.75,0.85,0.3
Intermediate (50%),0.5,36,human_8,human,a rabbit figure sitting on the floor is created by several triangles and squares,True,0.85,0.6,0.3
Intermediate (50%),0.5,37,human_8,human,"an abstract figure is composed of geometric shapes, resembling a rabbit leaning diagonally.",True,0.7,0.6,0.3
Intermediate (50%),0.5,38,human_8,human,a leaning rabbit figure is created by triangles and sqaures,True,0.75,0.6,0.3
Intermediate (50%),0.5,39,human_8,human,a bended animal figure which likes a rabbit made from shapes leans on the wall.,True,0.85,0.7,0.45
Intermediate (50%),0.5,40,human_8,human,a leaning rabbit figure is created by triangles and sqaures,True,0.75,0.6,0.3
Intermediate (50%),0.5,36,agent_9,agent,interlocking triangles and a square form a dynamic leaning figure.,True,0.45,0.7,0.55
Intermediate (50%),0.5,37,agent_9,agent,interlocking triangles and a square form an animal-like figure leaning dynamically to the right.,True,0.75,0.6,0.45
Intermediate (50%),0.5,38,agent_9,agent,interlocking triangles and a central square create a leaning figure resembling a rabbit.,True,0.75,0.6,0.25
Intermediate (50%),0.5,39,agent_9,agent,interlocking triangles and a square form a dynamic figure leaning to the right.,True,0.35,0.7,0.55
Intermediate (50%),0.5,40,agent_9,agent,interlocking triangles and a square create a dynamic figure leaning diagonally to the left.,True,0.35,0.7,0.55
Intermediate (50%),0.5,36,agent_10,agent,abstract geometric shapes form a leaning rabbit-like silhouette.,True,0.75,0.85,0.15
Intermediate (50%),0.5,37,agent_10,agent,"triangles and a square combine to form a diagonal, abstract rabbit silhouette.",True,0.75,0.6,0.0
Intermediate (50%),0.5,38,agent_10,agent,"abstract shapes depict a leaning rabbit figure, combining triangles and a square.",True,0.75,0.6,0.25
Intermediate (50%),0.5,39,agent_10,agent,triangles and a square create an abstract silhouette resembling the profile of a leaning rabbit.,True,0.75,0.6,0.25
Intermediate (50%),0.5,40,agent_10,agent,"abstract geometric shapes, including triangles and a square, form a leaning rabbit-like silhouette.",True,0.75,0.85,0.2
Intermediate (50%),0.5,36,agent_2,agent,interlocking triangles and a square form the abstract figure leaning diagonally to the right.,True,0.25,0.5,0.3
Intermediate (50%),0.5,37,agent_2,agent,"interlocking triangles and a square form an abstract quadruped, resembling an animal, leaning dynamically to the right.",True,0.75,0.6,0.5
Intermediate (50%),0.5,38,agent_2,agent,interlocking triangles and a square form an abstract shape leaning diagonally to the right.,True,0.2,0.6,0.3
Intermediate (50%),0.5,39,agent_2,agent,interlocking triangles and a square create an abstract quadruped silhouette leaning diagonally to the right.,True,0.75,0.6,0.3
Intermediate (50%),0.5,40,agent_2,agent,interlocking triangles and a square form an abstract shape leaning dynamically to the right.,True,0.25,0.75,0.5
Intermediate (50%),0.5,36,human_1,human,"a geometric animal of triangles and squares, resembling a rabbit, leans against the left wall on the ground.",True,0.75,0.6,0.45
Intermediate (50%),0.5,37,human_1,human,"a geometric animal of triangles and squares, resembling a rabbit, leans against the left wall on the ground.",True,0.75,0.6,0.45
Intermediate (50%),0.5,38,human_1,human,"a geometric animal of triangles and squares, resembling a rabbit, leans against the left wall on the ground.",True,0.75,0.6,0.45
